Year,Month,Day,Hour,Minute,EMASignal,isPivot,CHOCH_pattern_detected,fibonacci_signal,SL,TP,MinSwing,MaxSwing,LBD_detected,LBH_detected,SR_signal,isBreakOut,candlestick_signal,result,signal1,buy_signal,Position,sell_signal,fractal_high,fractal_low,buy_signal1,sell_signal1,fractals_high,fractals_low,VSignal,PriceSignal,TotSignal,SLSignal,grid_signal,ordersignal,SLSignal_heiken,EMASignal1,long_signal,martiangle_signal,Candle_direction
2022,6,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0,1,0,0,0,1,0,0,0.0,0,0,0.0,0,0,2,0
2022,6,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0,1,0,0,0,1,0,0,0.0,0,0,0.0,0,0,1,0
2022,6,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0,1,0,0,0,1,0,0,0.0,0,0,0.0,0,0,1,0
2022,6,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0,1,0,0,0,1,0,0,0.0,0,0,0.0,0,0,1,0
2022,6,30,12,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1.0,1,0,1,1,0,0,1,1,0,0,0.0,0,0,0.0,0,0,1,1
2022,6,30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0,1,0,0,0,1,0,0,0.0,0,0,0.0,0,0,2,0
2022,6,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1.0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,2,1
2022,6,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,2,0
2022,6,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0,1,0,0,0,1,0,0,0.0,0,0,0.0,0,0,1,1
2022,6,30,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0,1,0,1,0,1,0,0,0.0,0,0,0.0,0,0,2,1
2022,7,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,1,0
2022,7,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,2,1
2022,7,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,2,0
2022,7,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0,1,0,0,0,1,0,0,0.0,0,0,0.0,0,0,2,0
2022,7,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,1,1,0,0,1,1,0,0,0.0,0,0,0.0,0,0,2,1
2022,7,1,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,1,0,1,0,1,0,0,0.0,0,0,0.0,0,0,2,1
2022,7,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0.0,0,0,1,0
2022,7,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0.0,0,0,2,1
2022,7,4,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,1,1,0,0,1,1,0,0,0.0,0,1,73.9800033569336,0,0,1,0
2022,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0.0,0,0,2,1
2022,7,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,2,0
