Datetime,Open,High,Low,Close,Adj Close,Volume
2024-06-17 00:00:00+00:00,3622.383544921875,3622.383544921875,3622.383544921875,3622.383544921875,3622.383544921875,0
2024-06-17 00:01:00+00:00,3623.2158203125,3623.2158203125,3623.2158203125,3623.2158203125,3623.2158203125,1150976
2024-06-17 00:02:00+00:00,3622.846923828125,3622.846923828125,3622.846923828125,3622.846923828125,3622.846923828125,0
2024-06-17 00:03:00+00:00,3622.39599609375,3622.39599609375,3622.39599609375,3622.39599609375,3622.39599609375,0
2024-06-17 00:04:00+00:00,3620.848876953125,3620.848876953125,3620.848876953125,3620.848876953125,3620.848876953125,0
2024-06-17 00:05:00+00:00,3619.942626953125,3619.942626953125,3619.942626953125,3619.942626953125,3619.942626953125,4857856
2024-06-17 00:06:00+00:00,3619.379150390625,3619.379150390625,3619.379150390625,3619.379150390625,3619.379150390625,0
2024-06-17 00:07:00+00:00,3618.9677734375,3618.9677734375,3618.9677734375,3618.9677734375,3618.9677734375,4292608
2024-06-17 00:08:00+00:00,3618.429443359375,3618.429443359375,3618.429443359375,3618.429443359375,3618.429443359375,13773824
2024-06-17 00:09:00+00:00,3618.875732421875,3618.875732421875,3618.875732421875,3618.875732421875,3618.875732421875,2127872
2024-06-17 00:10:00+00:00,3619.678955078125,3619.678955078125,3619.678955078125,3619.678955078125,3619.678955078125,3011584
2024-06-17 00:11:00+00:00,3622.17822265625,3622.17822265625,3622.17822265625,3622.17822265625,3622.17822265625,4458496
2024-06-17 00:12:00+00:00,3619.912841796875,3619.912841796875,3619.912841796875,3619.912841796875,3619.912841796875,2111488
2024-06-17 00:13:00+00:00,3620.207763671875,3620.207763671875,3620.207763671875,3620.207763671875,3620.207763671875,1958912
2024-06-17 00:14:00+00:00,3618.98681640625,3618.98681640625,3618.98681640625,3618.98681640625,3618.98681640625,6849536
2024-06-17 00:15:00+00:00,3617.981201171875,3617.981201171875,3617.981201171875,3617.981201171875,3617.981201171875,2576384
2024-06-17 00:16:00+00:00,3618.15234375,3618.15234375,3618.15234375,3618.15234375,3618.15234375,2982912
2024-06-17 00:17:00+00:00,3618.094970703125,3618.094970703125,3618.094970703125,3618.094970703125,3618.094970703125,2670592
2024-06-17 00:18:00+00:00,3616.324951171875,3616.324951171875,3616.324951171875,3616.324951171875,3616.324951171875,17978368
2024-06-17 00:19:00+00:00,3616.71875,3616.71875,3616.71875,3616.71875,3616.71875,3606528
2024-06-17 00:20:00+00:00,3615.51220703125,3615.51220703125,3615.51220703125,3615.51220703125,3615.51220703125,9376768
2024-06-17 00:21:00+00:00,3615.771728515625,3615.771728515625,3615.771728515625,3615.771728515625,3615.771728515625,839680
2024-06-17 00:22:00+00:00,3614.41357421875,3614.41357421875,3614.41357421875,3614.41357421875,3614.41357421875,1016832
2024-06-17 00:23:00+00:00,3613.92333984375,3613.92333984375,3613.92333984375,3613.92333984375,3613.92333984375,17960960
2024-06-17 00:24:00+00:00,3614.151611328125,3614.151611328125,3614.151611328125,3614.151611328125,3614.151611328125,2792448
2024-06-17 00:25:00+00:00,3617.28271484375,3617.28271484375,3617.28271484375,3617.28271484375,3617.28271484375,7047168
2024-06-17 00:26:00+00:00,3617.510498046875,3617.510498046875,3617.510498046875,3617.510498046875,3617.510498046875,15985664
2024-06-17 00:27:00+00:00,3618.74755859375,3618.74755859375,3618.74755859375,3618.74755859375,3618.74755859375,2049024
2024-06-17 00:28:00+00:00,3621.974609375,3621.974609375,3621.974609375,3621.974609375,3621.974609375,2353152
2024-06-17 00:29:00+00:00,3624.415771484375,3624.415771484375,3624.415771484375,3624.415771484375,3624.415771484375,3803136
2024-06-17 00:30:00+00:00,3624.77783203125,3624.77783203125,3624.77783203125,3624.77783203125,3624.77783203125,4141056
2024-06-17 00:31:00+00:00,3625.8974609375,3625.8974609375,3625.8974609375,3625.8974609375,3625.8974609375,1976320
2024-06-17 00:32:00+00:00,3631.239990234375,3631.239990234375,3631.239990234375,3631.239990234375,3631.239990234375,15258624
2024-06-17 00:33:00+00:00,3632.121826171875,3632.121826171875,3632.121826171875,3632.121826171875,3632.121826171875,3676160
2024-06-17 00:34:00+00:00,3631.118896484375,3631.118896484375,3631.118896484375,3631.118896484375,3631.118896484375,5062656
2024-06-17 00:35:00+00:00,3630.337158203125,3630.337158203125,3630.337158203125,3630.337158203125,3630.337158203125,15541248
2024-06-17 00:36:00+00:00,3630.392333984375,3630.392333984375,3630.392333984375,3630.392333984375,3630.392333984375,1730560
2024-06-17 00:37:00+00:00,3633.2705078125,3633.2705078125,3633.2705078125,3633.2705078125,3633.2705078125,2331648
2024-06-17 00:38:00+00:00,3634.247314453125,3634.247314453125,3634.247314453125,3634.247314453125,3634.247314453125,11062272
2024-06-17 00:39:00+00:00,3631.794189453125,3631.794189453125,3631.794189453125,3631.794189453125,3631.794189453125,11047936
2024-06-17 00:40:00+00:00,3634.285400390625,3634.285400390625,3634.285400390625,3634.285400390625,3634.285400390625,3390464
2024-06-17 00:41:00+00:00,3632.94482421875,3632.94482421875,3632.94482421875,3632.94482421875,3632.94482421875,29212672
2024-06-17 00:42:00+00:00,3632.883544921875,3632.883544921875,3632.883544921875,3632.883544921875,3632.883544921875,9351168
2024-06-17 00:43:00+00:00,3634.075927734375,3634.075927734375,3634.075927734375,3634.075927734375,3634.075927734375,0
2024-06-17 00:44:00+00:00,3633.35205078125,3633.35205078125,3633.35205078125,3633.35205078125,3633.35205078125,14385152
2024-06-17 00:45:00+00:00,3633.68017578125,3633.68017578125,3633.68017578125,3633.68017578125,3633.68017578125,2646016
2024-06-17 00:46:00+00:00,3634.196044921875,3634.196044921875,3634.196044921875,3634.196044921875,3634.196044921875,2889728
